age,gender,weight_kg,activity_level,purpose,lean_body_mass_kg,bmr,protein_need_per_lean_kg_sedentary,protein_need_per_lean_kg_active,protein_need_per_lean_kg_very_active,protein_per_kg_min,protein_per_kg_moderate,protein_per_kg_max,activity_protein_multiplier,adjusted_protein_need,age_protein_factor,protein_for_age_group,gender_protein_base,protein_gender_adjusted,purpose_protein_multiplier,protein_for_purpose,lean_to_total_ratio,muscle_mass_score,bmr_per_kg,protein_metabolic_need,training_intensity,recovery_protein_need,protein_g
21,Male,68,sedentary,weight_loss,57.2,1639,91.52,125.84,148.72,54.4,81.6,136,0.8,91.52,1,81.6,1.4,95.2,1.3,148.72,0.841176471,48.11529412,24.10294118,16.39,0,102.96,140
23,Male,71,sedentary,maintain,59.5,1687,95.2,130.9,154.7,56.8,85.2,142,0.8,95.2,1,85.2,1.4,99.4,1,119,0.838028169,49.86267606,23.76056338,16.87,0,107.1,93
34,Male,80,moderately_active,weight_loss,65,1796,104,143,169,64,96,160,1.4,182,1,96,1.4,112,1.3,169,0.8125,52.8125,22.45,17.96,0,117,188
16,Male,61.2,sedentary,maintain,53.9,1587,86.24,118.58,140.14,48.96,73.44,122.4,0.8,86.24,1,73.44,1.4,85.68,1,107.8,0.880718954,47.47075163,25.93137255,15.87,0,97.02,63
38,Male,80,moderately_active,weight_gain,62.2,1728,99.52,136.84,161.72,64,96,160,1.4,174.16,1,96,1.4,112,1.5,186.6,0.7775,48.3605,21.6,17.28,4,161.72,137
51,Male,66.7,extra_active,weight_gain,50.4,1457,80.64,110.88,131.04,53.36,80.04,133.4,0.8,80.64,1.2,96.048,1.4,93.38,1.5,151.2,0.755622189,38.08335832,21.84407796,14.57,0,90.72,111
21,Male,69.5,very_active,muscle_gain,60.5,1721,96.8,133.1,157.3,55.6,83.4,139,1.7,205.7,1,83.4,1.4,97.3,1,121,0.870503597,52.66546763,24.76258993,17.21,3,145.2,141
50,Female,54.8,very_active,weight_gain,36.7,1133,58.72,80.74,95.42,43.84,65.76,109.6,1.7,124.78,1.2,78.912,1.2,65.76,1.5,110.1,0.669708029,24.57828467,20.67518248,11.33,6,110.1,91
48,Male,65.7,sedentary,muscle_gain,51.8,1498,82.88,113.96,134.68,52.56,78.84,131.4,0.8,82.88,1,78.84,1.4,91.98,1,103.6,0.788432268,40.84079148,22.80060883,14.98,0,93.24,144
25,Male,70.8,sedentary,muscle_gain,59,1675,94.4,129.8,153.4,56.64,84.96,141.6,0.8,94.4,1,84.96,1.4,99.12,1,118,0.833333333,49.16666667,23.65819209,16.75,0,106.2,152
27,Male,78.8,moderately_active,weight_loss,60.5,1699,96.8,133.1,157.3,63.04,94.56,157.6,1.4,169.4,1,94.56,1.4,110.32,1.3,157.3,0.767766497,46.4498731,21.56091371,16.99,0,108.9,188
18,Female,61.7,moderately_active,maintain,46.2,1395,73.92,101.64,120.12,49.36,74.04,123.4,1.4,129.36,1,74.04,1.2,74.04,1,92.4,0.748784441,34.59384117,22.60940032,13.95,2,101.64,80
16,Male,66.8,sedentary,muscle_gain,56.6,1629,90.56,124.52,147.16,53.44,80.16,133.6,0.8,90.56,1,80.16,1.4,93.52,1,113.2,0.847305389,47.95748503,24.38622754,16.29,0,101.88,121
26,Male,86.8,lightly_active,muscle_gain,67.6,1851,108.16,148.72,175.76,69.44,104.16,173.6,1.1,148.72,1,104.16,1.4,121.52,1,135.2,0.778801843,52.64700461,21.32488479,18.51,1,135.2,168
21,Female,62.7,moderately_active,maintain,46.2,1392,73.92,101.64,120.12,50.16,75.24,125.4,1.4,129.36,1,75.24,1.2,75.24,1,92.4,0.736842105,34.04210526,22.20095694,13.92,2,101.64,65
27,Female,62.4,lightly_active,maintain,44.6,1347,71.36,98.12,115.96,49.92,74.88,124.8,1.1,98.12,1,74.88,1.2,74.88,1,89.2,0.71474359,31.8775641,21.58653846,13.47,1,89.2,75
18,Female,60,lightly_active,muscle_gain,44.9,1365,71.84,98.78,116.74,48,72,120,1.1,98.78,1,72,1.2,72,1,89.8,0.748333333,33.60016667,22.75,13.65,1,89.8,113
65,Male,83,sedentary,weight_loss,60.7,1684,97.12,133.54,157.82,66.4,99.6,166,0.8,97.12,1.2,119.52,1.4,116.2,1.3,157.82,0.731325301,44.39144578,20.28915663,16.84,0,109.26,163
33,Male,76.2,lightly_active,muscle_gain,60.4,1694,96.64,132.88,157.04,60.96,91.44,152.4,1.1,132.88,1,91.44,1.4,106.68,1,120.8,0.792650919,47.87611549,22.23097113,16.94,1,120.8,140
24,Male,85.7,extra_active,weight_loss,66,1819,105.6,145.2,171.6,68.56,102.84,171.4,0.8,105.6,1,102.84,1.4,119.98,1.3,171.6,0.770128355,50.82847141,21.2252042,18.19,0,118.8,188
29,Female,45.8,lightly_active,muscle_gain,35.7,1159,57.12,78.54,92.82,36.64,54.96,91.6,1.1,78.54,1,54.96,1.2,54.96,1,71.4,0.779475983,27.82729258,25.30567686,11.59,1,71.4,99
18,Male,70.2,moderately_active,weight_gain,60.9,1728,97.44,133.98,158.34,56.16,84.24,140.4,1.4,170.52,1,84.24,1.4,98.28,1.5,182.7,0.867521368,52.83205128,24.61538462,17.28,4,158.34,117
43,Male,75.2,lightly_active,muscle_gain,61,1709,97.6,134.2,158.6,60.16,90.24,150.4,1.1,134.2,1,90.24,1.4,105.28,1,122,0.811170213,49.48138298,22.72606383,17.09,1,122,155
24,Female,48.4,moderately_active,weight_loss,37.4,1193,59.84,82.28,97.24,38.72,58.08,96.8,1.4,104.72,1,58.08,1.2,58.08,1.3,97.24,0.772727273,28.9,24.64876033,11.93,0,67.32,114
60,Female,67.1,moderately_active,muscle_gain,38.8,1188,62.08,85.36,100.88,53.68,80.52,134.2,1.4,108.64,1.2,96.624,1.2,80.52,1,77.6,0.578241431,22.43576751,17.70491803,11.88,2,85.36,131
27,Male,73,very_active,maintain,60.9,1715,97.44,133.98,158.34,58.4,87.6,146,1.7,207.06,1,87.6,1.4,102.2,1,121.8,0.834246575,50.80561644,23.49315068,17.15,3,146.16,99
22,Female,56.7,moderately_active,weight_loss,40.4,1248,64.64,88.88,105.04,45.36,68.04,113.4,1.4,113.12,1,68.04,1.2,68.04,1.3,105.04,0.712522046,28.78589065,22.01058201,12.48,0,72.72,126
18,Female,50.8,very_active,muscle_gain,39.7,1255,63.52,87.34,103.22,40.64,60.96,101.6,1.7,134.98,1,60.96,1.2,60.96,1,79.4,0.781496063,31.0253937,24.70472441,12.55,3,95.28,93
25,Male,63.2,sedentary,maintain,54.4,1585,87.04,119.68,141.44,50.56,75.84,126.4,0.8,87.04,1,75.84,1.4,88.48,1,108.8,0.860759494,46.82531646,25.07911392,15.85,0,97.92,81
59,Male,62.5,lightly_active,maintain,48.3,1411,77.28,106.26,125.58,50,75,125,1.1,106.26,1.2,90,1.4,87.5,1,96.6,0.7728,37.32624,22.576,14.11,1,96.6,65
26,Female,68.7,moderately_active,weight_loss,46.4,1389,74.24,102.08,120.64,54.96,82.44,137.4,1.4,129.92,1,82.44,1.2,82.44,1.3,120.64,0.675400291,31.33857351,20.21834061,13.89,0,83.52,153
34,Female,57.3,lightly_active,weight_gain,38.7,1194,61.92,85.14,100.62,45.84,68.76,114.6,1.1,85.14,1,68.76,1.2,68.76,1.5,116.1,0.67539267,26.13769634,20.83769634,11.94,2,85.14,86
17,Male,53.3,very_active,weight_loss,47.8,1464,76.48,105.16,124.28,42.64,63.96,106.6,1.7,162.52,1,63.96,1.4,74.62,1.3,124.28,0.896810507,42.86754221,27.46716698,14.64,0,86.04,96
39,Male,86.9,sedentary,weight_loss,65.3,1795,104.48,143.66,169.78,69.52,104.28,173.8,0.8,104.48,1,104.28,1.4,121.66,1.3,169.78,0.751438435,49.0689298,20.65592635,17.95,0,117.54,187
47,Female,48.3,lightly_active,maintain,33,1043,52.8,72.6,85.8,38.64,57.96,96.6,1.1,72.6,1,57.96,1.2,57.96,1,66,0.683229814,22.54658385,21.5942029,10.43,1,66,62
23,Female,59.5,very_active,maintain,43.1,1314,68.96,94.82,112.06,47.6,71.4,119,1.7,146.54,1,71.4,1.2,71.4,1,86.2,0.724369748,31.22033613,22.08403361,13.14,3,103.44,82
22,Female,54.8,moderately_active,muscle_gain,40.8,1263,65.28,89.76,106.08,43.84,65.76,109.6,1.4,114.24,1,65.76,1.2,65.76,1,81.6,0.744525547,30.37664234,23.04744526,12.63,2,89.76,99
36,Male,45.9,moderately_active,weight_loss,39.8,1266,63.68,87.56,103.48,36.72,55.08,91.8,1.4,111.44,1,55.08,1.4,64.26,1.3,103.48,0.867102397,34.51067538,27.58169935,12.66,0,71.64,110
16,Male,68.7,lightly_active,weight_loss,60.7,1733,97.12,133.54,157.82,54.96,82.44,137.4,1.1,133.54,1,82.44,1.4,96.18,1.3,157.82,0.883551674,53.63158661,25.22561863,17.33,0,109.26,155
53,Female,67.4,lightly_active,muscle_gain,40,1222,64,88,104,53.92,80.88,134.8,1.1,88,1.2,97.056,1.2,80.88,1,80,0.59347181,23.7388724,18.1305638,12.22,1,80,147
40,Male,83.1,lightly_active,maintain,62.7,1737,100.32,137.94,163.02,66.48,99.72,166.2,1.1,137.94,1,99.72,1.4,116.34,1,125.4,0.754512635,47.30794224,20.90252708,17.37,1,125.4,92
23,Female,44.6,sedentary,weight_loss,35.1,1147,56.16,77.22,91.26,35.68,53.52,89.2,0.8,56.16,1,53.52,1.2,53.52,1.3,91.26,0.786995516,27.6235426,25.71748879,11.47,0,63.18,94
21,Female,54.1,moderately_active,muscle_gain,40,1243,64,88,104,43.28,64.92,108.2,1.4,112,1,64.92,1.2,64.92,1,80,0.739371534,29.57486137,22.97597043,12.43,2,88,109
16,Male,64.8,moderately_active,muscle_gain,56,1623,89.6,123.2,145.6,51.84,77.76,129.6,1.4,156.8,1,77.76,1.4,90.72,1,112,0.864197531,48.39506173,25.0462963,16.23,2,123.2,133
31,Female,65.4,sedentary,weight_loss,43.9,1326,70.24,96.58,114.14,52.32,78.48,130.8,0.8,70.24,1,78.48,1.2,78.48,1.3,114.14,0.671253823,29.46804281,20.27522936,13.26,0,79.02,140
19,Male,65.1,moderately_active,weight_gain,55.8,1615,89.28,122.76,145.08,52.08,78.12,130.2,1.4,156.24,1,78.12,1.4,91.14,1.5,167.4,0.857142857,47.82857143,24.80798771,16.15,4,145.08,107
48,Female,48.8,lightly_active,weight_gain,34.4,1084,55.04,75.68,89.44,39.04,58.56,97.6,1.1,75.68,1,58.56,1.2,58.56,1.5,103.2,0.704918033,24.24918033,22.21311475,10.84,2,75.68,87
16,Male,70.4,sedentary,weight_loss,58,1654,92.8,127.6,150.8,56.32,84.48,140.8,0.8,92.8,1,84.48,1.4,98.56,1.3,150.8,0.823863636,47.78409091,23.49431818,16.54,0,104.4,132
24,Male,85.2,extra_active,weight_loss,67.6,1851,108.16,148.72,175.76,68.16,102.24,170.4,0.8,108.16,1,102.24,1.4,119.28,1.3,175.76,0.79342723,53.63568075,21.72535211,18.51,0,121.68,171
16,Female,59.3,lightly_active,muscle_gain,44.1,1344,70.56,97.02,114.66,47.44,71.16,118.6,1.1,97.02,1,71.16,1.2,71.16,1,88.2,0.743676223,32.79612142,22.66441821,13.44,1,88.2,123
50,Female,64.1,very_active,weight_loss,41.1,1243,65.76,90.42,106.86,51.28,76.92,128.2,1.7,139.74,1.2,92.304,1.2,76.92,1.3,106.86,0.641185647,26.35273011,19.39157566,12.43,0,73.98,147
31,Male,52.8,sedentary,maintain,45.8,1401,73.28,100.76,119.08,42.24,63.36,105.6,0.8,73.28,1,63.36,1.4,73.92,1,91.6,0.867424242,39.7280303,26.53409091,14.01,0,82.44,67
33,Female,52,moderately_active,maintain,39.7,1246,63.52,87.34,103.22,41.6,62.4,104,1.4,111.16,1,62.4,1.2,62.4,1,79.4,0.763461538,30.30942308,23.96153846,12.46,2,87.34,66
16,Male,54.2,sedentary,weight_loss,49.3,1504,78.88,108.46,128.18,43.36,65.04,108.4,0.8,78.88,1,65.04,1.4,75.88,1.3,128.18,0.909594096,44.84298893,27.74907749,15.04,0,88.74,124
37,Male,71.5,sedentary,maintain,53.6,1538,85.76,117.92,139.36,57.2,85.8,143,0.8,85.76,1,85.8,1.4,100.1,1,107.2,0.74965035,40.18125874,21.51048951,15.38,0,96.48,98
27,Male,66,sedentary,maintain,55.7,1606,89.12,122.54,144.82,52.8,79.2,132,0.8,89.12,1,79.2,1.4,92.4,1,111.4,0.843939394,47.00742424,24.33333333,16.06,0,100.26,80
19,Male,72.5,moderately_active,weight_loss,59,1673,94.4,129.8,153.4,58,87,145,1.4,165.2,1,87,1.4,101.5,1.3,153.4,0.813793103,48.0137931,23.07586207,16.73,0,106.2,140
29,Male,67.5,extra_active,weight_loss,57,1636,91.2,125.4,148.2,54,81,135,0.8,91.2,1,81,1.4,94.5,1.3,148.2,0.844444444,48.13333333,24.23703704,16.36,0,102.6,157
31,Male,74.4,moderately_active,maintain,60.8,1707,97.28,133.76,158.08,59.52,89.28,148.8,1.4,170.24,1,89.28,1.4,104.16,1,121.6,0.817204301,49.68602151,22.94354839,17.07,2,133.76,102
58,Male,69.8,lightly_active,weight_loss,53.5,1529,85.6,117.7,139.1,55.84,83.76,139.6,1.1,117.7,1.2,100.512,1.4,97.72,1.3,139.1,0.766475645,41.00644699,21.90544413,15.29,0,96.3,165
26,Male,62.7,moderately_active,weight_loss,53,1548,84.8,116.6,137.8,50.16,75.24,125.4,1.4,148.4,1,75.24,1.4,87.78,1.3,137.8,0.845295056,44.80063796,24.68899522,15.48,0,95.4,138
46,Male,54.3,lightly_active,weight_gain,45.6,1383,72.96,100.32,118.56,43.44,65.16,108.6,1.1,100.32,1,65.16,1.4,76.02,1.5,136.8,0.839779006,38.29392265,25.46961326,13.83,2,100.32,90
34,Female,55.2,sedentary,weight_loss,40,1236,64,88,104,44.16,66.24,110.4,0.8,64,1,66.24,1.2,66.24,1.3,104,0.724637681,28.98550725,22.39130435,12.36,0,72,105
18,Male,68.7,moderately_active,weight_gain,59.5,1698,95.2,130.9,154.7,54.96,82.44,137.4,1.4,166.6,1,82.44,1.4,96.18,1.5,178.5,0.866084425,51.53202329,24.71615721,16.98,4,154.7,99
29,Female,38,lightly_active,maintain,30.3,1035,48.48,66.66,78.78,30.4,45.6,76,1.1,66.66,1,45.6,1.2,45.6,1,60.6,0.797368421,24.16026316,27.23684211,10.35,1,60.6,50
45,Female,62.8,lightly_active,maintain,41.6,1259,66.56,91.52,108.16,50.24,75.36,125.6,1.1,91.52,1,75.36,1.2,75.36,1,83.2,0.662420382,27.5566879,20.0477707,12.59,1,83.2,68
29,Female,69.5,sedentary,weight_loss,49.1,1451,78.56,108.02,127.66,55.6,83.4,139,0.8,78.56,1,83.4,1.2,83.4,1.3,127.66,0.70647482,34.68791367,20.87769784,14.51,0,88.38,139
40,Female,49.7,sedentary,maintain,35.9,1132,57.44,78.98,93.34,39.76,59.64,99.4,0.8,57.44,1,59.64,1.2,59.64,1,71.8,0.722334004,25.93179074,22.77665996,11.32,0,64.62,58
54,Female,48.5,lightly_active,muscle_gain,34.1,1077,54.56,75.02,88.66,38.8,58.2,97,1.1,75.02,1.2,69.84,1.2,58.2,1,68.2,0.703092784,23.97546392,22.20618557,10.77,1,68.2,97
25,Male,99.4,lightly_active,maintain,77.3,2057,123.68,170.06,200.98,79.52,119.28,198.8,1.1,170.06,1,119.28,1.4,139.16,1,154.6,0.777665996,60.11358149,20.69416499,20.57,1,154.6,120
24,Male,69.4,lightly_active,weight_loss,57.4,1638,91.84,126.28,149.24,55.52,83.28,138.8,1.1,126.28,1,83.28,1.4,97.16,1.3,149.24,0.827089337,47.47492795,23.60230548,16.38,0,103.32,165
20,Female,38,lightly_active,weight_loss,30.8,1055,49.28,67.76,80.08,30.4,45.6,76,1.1,67.76,1,45.6,1.2,45.6,1.3,80.08,0.810526316,24.96421053,27.76315789,10.55,0,55.44,88
33,Female,52.8,moderately_active,weight_gain,38.7,1206,61.92,85.14,100.62,42.24,63.36,105.6,1.4,108.36,1,63.36,1.2,63.36,1.5,116.1,0.732954545,28.36534091,22.84090909,12.06,4,100.62,82
51,Female,60.6,sedentary,maintain,41.7,1263,66.72,91.74,108.42,48.48,72.72,121.2,0.8,66.72,1.2,87.264,1.2,72.72,1,83.4,0.688118812,28.69455446,20.84158416,12.63,0,75.06,82
43,Male,69.6,very_active,weight_gain,56.2,1604,89.92,123.64,146.12,55.68,83.52,139.2,1.7,191.08,1,83.52,1.4,97.44,1.5,168.6,0.807471264,45.37988506,23.04597701,16.04,6,168.6,98
31,Female,62.4,lightly_active,muscle_gain,41.9,1276,67.04,92.18,108.94,49.92,74.88,124.8,1.1,92.18,1,74.88,1.2,74.88,1,83.8,0.671474359,28.13477564,20.44871795,12.76,1,83.8,134
64,Female,64,lightly_active,muscle_gain,39.2,1189,62.72,86.24,101.92,51.2,76.8,128,1.1,86.24,1.2,92.16,1.2,76.8,1,78.4,0.6125,24.01,18.578125,11.89,1,78.4,116
19,Male,73.6,sedentary,maintain,60.6,1708,96.96,133.32,157.56,58.88,88.32,147.2,0.8,96.96,1,88.32,1.4,103.04,1,121.2,0.823369565,49.89619565,23.20652174,17.08,0,109.08,80
30,Male,71.9,lightly_active,maintain,59.3,1677,94.88,130.46,154.18,57.52,86.28,143.8,1.1,130.46,1,86.28,1.4,100.66,1,118.6,0.824756606,48.90806676,23.3240612,16.77,1,118.6,78
42,Female,63.3,moderately_active,maintain,41.1,1250,65.76,90.42,106.86,50.64,75.96,126.6,1.4,115.08,1,75.96,1.2,75.96,1,82.2,0.6492891,26.68578199,19.74723539,12.5,2,90.42,71
45,Female,57.3,moderately_active,muscle_gain,39.8,1219,63.68,87.56,103.48,45.84,68.76,114.6,1.4,111.44,1,68.76,1.2,68.76,1,79.6,0.694589878,27.64467714,21.27399651,12.19,2,87.56,111
42,Male,83.6,moderately_active,muscle_gain,65,1787,104,143,169,66.88,100.32,167.2,1.4,182,1,100.32,1.4,117.04,1,130,0.777511962,50.53827751,21.37559809,17.87,2,143,173
19,Female,49.8,lightly_active,weight_loss,36.2,1151,57.92,79.64,94.12,39.84,59.76,99.6,1.1,79.64,1,59.76,1.2,59.76,1.3,94.12,0.726907631,26.31405622,23.1124498,11.51,0,65.16,104
25,Male,65,lightly_active,weight_loss,55.8,1615,89.28,122.76,145.08,52,78,130,1.1,122.76,1,78,1.4,91,1.3,145.08,0.858461538,47.90215385,24.84615385,16.15,0,100.44,154
56,Male,58.9,lightly_active,weight_gain,48.2,1434,77.12,106.04,125.32,47.12,70.68,117.8,1.1,106.04,1.2,84.816,1.4,82.46,1.5,144.6,0.818336163,39.44380306,24.34634975,14.34,2,106.04,102
39,Male,46,extra_active,muscle_gain,39.9,1269,63.84,87.78,103.74,36.8,55.2,92,0.8,63.84,1,55.2,1.4,64.4,1,79.8,0.867391304,34.60891304,27.58695652,12.69,0,71.82,96
23,Male,87.6,extra_active,weight_loss,65,1804,104,143,169,70.08,105.12,175.2,0.8,104,1,105.12,1.4,122.64,1.3,169,0.742009132,48.23059361,20.59360731,18.04,0,117,210
28,Male,73.2,moderately_active,muscle_gain,58.5,1654,93.6,128.7,152.1,58.56,87.84,146.4,1.4,163.8,1,87.84,1.4,102.48,1,117,0.799180328,46.75204918,22.59562842,16.54,2,128.7,154
32,Male,72.7,sedentary,weight_loss,57,1618,91.2,125.4,148.2,58.16,87.24,145.4,0.8,91.2,1,87.24,1.4,101.78,1.3,148.2,0.784044017,44.69050894,22.25584594,16.18,0,102.6,136
33,Female,66.4,very_active,maintain,43.3,1311,69.28,95.26,112.58,53.12,79.68,132.8,1.7,147.22,1,79.68,1.2,79.68,1,86.6,0.652108434,28.23629518,19.7439759,13.11,3,103.92,80
44,Female,46.8,moderately_active,weight_loss,34.2,1091,54.72,75.24,88.92,37.44,56.16,93.6,1.4,95.76,1,56.16,1.2,56.16,1.3,88.92,0.730769231,24.99230769,23.31196581,10.91,0,61.56,90
34,Male,66.9,lightly_active,weight_loss,55.9,1607,89.44,122.98,145.34,53.52,80.28,133.8,1.1,122.98,1,80.28,1.4,93.66,1.3,145.34,0.835575486,46.70866966,24.02092676,16.07,0,100.62,123
36,Male,66.9,lightly_active,muscle_gain,56.3,1620,90.08,123.86,146.38,53.52,80.28,133.8,1.1,123.86,1,80.28,1.4,93.66,1,112.6,0.841554559,47.37952167,24.21524664,16.2,1,112.6,147
30,Male,99.4,lightly_active,maintain,73.1,1973,116.96,160.82,190.06,79.52,119.28,198.8,1.1,160.82,1,119.28,1.4,139.16,1,146.2,0.735412475,53.75865191,19.84909457,19.73,1,146.2,136
16,Female,51,lightly_active,weight_loss,40.7,1287,65.12,89.54,105.82,40.8,61.2,102,1.1,89.54,1,61.2,1.2,61.2,1.3,105.82,0.798039216,32.48019608,25.23529412,12.87,0,73.26,111
20,Male,90.3,lightly_active,maintain,72.4,1955,115.84,159.28,188.24,72.24,108.36,180.6,1.1,159.28,1,108.36,1.4,126.42,1,144.8,0.801771872,58.0482835,21.65005537,19.55,1,144.8,114
16,Male,72.3,very_active,weight_loss,63.5,1787,101.6,139.7,165.1,57.84,86.76,144.6,1.7,215.9,1,86.76,1.4,101.22,1.3,165.1,0.878284924,55.77109267,24.7164592,17.87,0,114.3,143
46,Female,60.1,lightly_active,weight_loss,40.4,1231,64.64,88.88,105.04,48.08,72.12,120.2,1.1,88.88,1,72.12,1.2,72.12,1.3,105.04,0.672212978,27.15740433,20.48252912,12.31,0,72.72,111
39,Female,75.2,sedentary,weight_loss,49,1445,78.4,107.8,127.4,60.16,90.24,150.4,0.8,78.4,1,90.24,1.2,90.24,1.3,127.4,0.651595745,31.92819149,19.21542553,14.45,0,88.2,172
47,Male,77.2,sedentary,weight_loss,58.5,1642,93.6,128.7,152.1,61.76,92.64,154.4,0.8,93.6,1,92.64,1.4,108.08,1.3,152.1,0.757772021,44.32966321,21.26943005,16.42,0,105.3,165
64,Male,71.1,sedentary,maintain,51.3,1468,82.08,112.86,133.38,56.88,85.32,142.2,0.8,82.08,1.2,102.384,1.4,99.54,1,102.6,0.721518987,37.01392405,20.64697609,14.68,0,92.34,84
30,Male,91.5,lightly_active,weight_gain,66.7,1838,106.72,146.74,173.42,73.2,109.8,183,1.1,146.74,1,109.8,1.4,128.1,1.5,200.1,0.728961749,48.62174863,20.08743169,18.38,2,146.74,153
34,Female,44.8,lightly_active,maintain,35.1,1148,56.16,77.22,91.26,35.84,53.76,89.6,1.1,77.22,1,53.76,1.2,53.76,1,70.2,0.783482143,27.50022321,25.625,11.48,1,70.2,54
50,Male,70.8,lightly_active,weight_loss,56.3,1600,90.08,123.86,146.38,56.64,84.96,141.6,1.1,123.86,1.2,101.952,1.4,99.12,1.3,146.38,0.79519774,44.76963277,22.59887006,16,0,101.34,144
39,Male,70.6,very_active,weight_gain,56.8,1615,90.88,124.96,147.68,56.48,84.72,141.2,1.7,193.12,1,84.72,1.4,98.84,1.5,170.4,0.804532578,45.69745042,22.87535411,16.15,6,170.4,119
31,Female,64.3,extra_active,muscle_gain,43.5,1315,69.6,95.7,113.1,51.44,77.16,128.6,0.8,69.6,1,77.16,1.2,77.16,1,87,0.67651633,29.42846034,20.45101089,13.15,0,78.3,129
48,Male,64.7,lightly_active,weight_gain,50.8,1475,81.28,111.76,132.08,51.76,77.64,129.4,1.1,111.76,1,77.64,1.4,90.58,1.5,152.4,0.785162287,39.8862442,22.79752705,14.75,2,111.76,95
42,Male,71.8,sedentary,weight_gain,52.9,1520,84.64,116.38,137.54,57.44,86.16,143.6,0.8,84.64,1,86.16,1.4,100.52,1.5,158.7,0.736768802,38.97506964,21.16991643,15.2,0,95.22,121
17,Male,52.7,sedentary,weight_gain,48.4,1496,77.44,106.48,125.84,42.16,63.24,105.4,0.8,77.44,1,63.24,1.4,73.78,1.5,145.2,0.918406072,44.45085389,28.38709677,14.96,0,87.12,82
38,Male,83.4,sedentary,maintain,62.6,1738,100.16,137.72,162.76,66.72,100.08,166.8,0.8,100.16,1,100.08,1.4,116.76,1,125.2,0.75059952,46.98752998,20.83932854,17.38,0,112.68,109
29,Male,72.6,lightly_active,weight_gain,56.9,1618,91.04,125.18,147.94,58.08,87.12,145.2,1.1,125.18,1,87.12,1.4,101.64,1.5,170.7,0.783746556,44.59517906,22.28650138,16.18,2,125.18,130
30,Male,60.7,moderately_active,weight_loss,52.3,1541,83.68,115.06,135.98,48.56,72.84,121.4,1.4,146.44,1,72.84,1.4,84.98,1.3,135.98,0.861614498,45.06243822,25.38714992,15.41,0,94.14,128
46,Male,73.9,sedentary,weight_loss,57.1,1613,91.36,125.62,148.46,59.12,88.68,147.8,0.8,91.36,1,88.68,1.4,103.46,1.3,148.46,0.772665765,44.11921516,21.82679296,16.13,0,102.78,166
16,Male,58.1,sedentary,muscle_gain,50.4,1504,80.64,110.88,131.04,46.48,69.72,116.2,0.8,80.64,1,69.72,1.4,81.34,1,100.8,0.86746988,43.72048193,25.88640275,15.04,0,90.72,117
20,Female,58.5,sedentary,maintain,42.8,1309,68.48,94.16,111.28,46.8,70.2,117,0.8,68.48,1,70.2,1.2,70.2,1,85.6,0.731623932,31.31350427,22.37606838,13.09,0,77.04,81
29,Male,87.8,moderately_active,muscle_gain,68.6,1871,109.76,150.92,178.36,70.24,105.36,175.6,1.4,192.08,1,105.36,1.4,122.92,1,137.2,0.781321185,53.59863326,21.30979499,18.71,2,150.92,178
27,Male,58.5,sedentary,weight_loss,50.1,1491,80.16,110.22,130.26,46.8,70.2,117,0.8,80.16,1,70.2,1.4,81.9,1.3,130.26,0.856410256,42.90615385,25.48717949,14.91,0,90.18,120
36,Female,60.7,lightly_active,muscle_gain,41.9,1274,67.04,92.18,108.94,48.56,72.84,121.4,1.1,92.18,1,72.84,1.2,72.84,1,83.8,0.690280066,28.92273476,20.98846787,12.74,1,83.8,118
26,Female,58.8,lightly_active,muscle_gain,42.6,1302,68.16,93.72,110.76,47.04,70.56,117.6,1.1,93.72,1,70.56,1.2,70.56,1,85.2,0.724489796,30.86326531,22.14285714,13.02,1,85.2,111
31,Female,57.6,lightly_active,muscle_gain,41.2,1263,65.92,90.64,107.12,46.08,69.12,115.2,1.1,90.64,1,69.12,1.2,69.12,1,82.4,0.715277778,29.46944444,21.92708333,12.63,1,82.4,112
61,Male,91.4,moderately_active,weight_loss,61.3,1709,98.08,134.86,159.38,73.12,109.68,182.8,1.4,171.64,1.2,131.616,1.4,127.96,1.3,159.38,0.670678337,41.11258206,18.69803063,17.09,0,110.34,198
31,Male,75.7,lightly_active,muscle_gain,61.4,1718,98.24,135.08,159.64,60.56,90.84,151.4,1.1,135.08,1,90.84,1.4,105.98,1,122.8,0.811096433,49.801321,22.69484808,17.18,1,122.8,138
29,Female,50.7,sedentary,weight_loss,39.2,1240,62.72,86.24,101.92,40.56,60.84,101.4,0.8,62.72,1,60.84,1.2,60.84,1.3,101.92,0.773175542,30.30848126,24.45759369,12.4,0,70.56,105
67,Female,65.6,lightly_active,maintain,38.1,1162,60.96,83.82,99.06,52.48,78.72,131.2,1.1,83.82,1.2,94.464,1.2,78.72,1,76.2,0.580792683,22.12820122,17.71341463,11.62,1,76.2,74
21,Male,86.8,moderately_active,weight_loss,68,1862,108.8,149.6,176.8,69.44,104.16,173.6,1.4,190.4,1,104.16,1.4,121.52,1.3,176.8,0.783410138,53.2718894,21.4516129,18.62,0,122.4,205
27,Female,60.8,lightly_active,maintain,44.2,1340,70.72,97.24,114.92,48.64,72.96,121.6,1.1,97.24,1,72.96,1.2,72.96,1,88.4,0.726973684,32.13223684,22.03947368,13.4,1,88.4,77
32,Male,82.3,extra_active,weight_gain,62.5,1738,100,137.5,162.5,65.84,98.76,164.6,0.8,100,1,98.76,1.4,115.22,1.5,187.5,0.759416768,47.463548,21.11786148,17.38,0,112.5,138
